"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_233","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",NA
"ASV_234","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","SM2D12","uncultured_bacterium"
"ASV_235","d__Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group","uncultured_Sphingobacterium"
"ASV_236","d__Bacteria","LCP-89","LCP-89","LCP-89","LCP-89","LCP-89","uncultured_bacterium"
"ASV_237","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_238","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_Flexibacter"
"ASV_239","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","uncultured_bacterium"
"ASV_240","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","metagenome"
"ASV_241","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia",NA
"ASV_242","d__Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family","uncultured_bacterium"
"ASV_243","d__Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","CENA359","uncultured_bacterium"
"ASV_244","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_245","d__Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","uncultured","uncultured",NA
"ASV_246","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV_247","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",NA
"ASV_248","d__Bacteria","Firmicutes","Clostridia","Clostridia","Hungateiclostridiaceae","Acetivibrio",NA
"ASV_249","d__Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"ASV_250","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","Gemmata_sp."
"ASV_251","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_252","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured_Cytophagales"
"ASV_253","d__Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosaetaceae","Methanosaeta",NA
"ASV_254","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_255","d__Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium_phaeobacteroides"
"ASV_256","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",NA
"ASV_257","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","metagenome"
"ASV_258","d__Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family","uncultured_bacterium"
"ASV_259","d__Bacteria","Cyanobacteria","Vampirivibrionia","Caenarcaniphilales","Caenarcaniphilales","Caenarcaniphilales",NA
"ASV_260","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_261","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured","uncultured_bacterium"
"ASV_262","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA
"ASV_263","d__Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria","swine_effluent"
"ASV_264","d__Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA,NA
"ASV_265","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_266","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_13",NA
"ASV_267","d__Archaea","Halobacterota","Methanocellia","Methanocellales","Methanocellaceae","Rice_Cluster_I",NA
"ASV_268","d__Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera",NA
"ASV_269","d__Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured_planctomycete"
"ASV_270","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured_bacterium"
"ASV_271","d__Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured_bacterium"
"ASV_272","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Planctopirus","uncultured_planctomycete"
"ASV_273","d__Bacteria","Chloroflexi","Dehalococcoidia","GIF9","GIF9","GIF9",NA
"ASV_274","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Pirellula_sp."
"ASV_275","d__Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacterales","BBMC-4","uncultured_bacterium"
"ASV_276","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Gottschalkia","uncultured_bacterium"
"ASV_277","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Amnibacterium","Amnibacterium_sp."
"ASV_278","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus",NA
"ASV_279","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_280","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","Candidatus_Yanofskybacteria","Candidatus_Yanofskybacteria","metagenome"
"ASV_281","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","bacterium_enrichment"
"ASV_282","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Sporacetigenium","uncultured_bacterium"
"ASV_283","d__Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"ASV_284","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Candidatus_Hepatincola","Candidatus_Hepatincola","Candidatus_Hepatincola"
"ASV_285","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_286","d__Archaea","Thermoplasmatota","Thermoplasmata","uncultured","uncultured","uncultured","uncultured_archaeon"
"ASV_287","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","Lacibacterium_aquatile"
"ASV_288","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_289","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,NA
"ASV_290","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","metagenome"
"ASV_291","d__Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured",NA
"ASV_292","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","uncultured_archaeon"
"ASV_293","d__Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"ASV_294","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured_bacterium"
"ASV_295","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium_PCC-6307","uncultured_bacterium"
"ASV_296","d__Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia","Sericytochromatia","Sericytochromatia","uncultured_bacterium"
"ASV_297","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_298","d__Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria",NA
"ASV_299","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Planktothrix_NIVA-CYA_15",NA
"ASV_300","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","uncultured_bacterium"
"ASV_301","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Planktothrix_NIVA-CYA_15",NA
"ASV_302","d__Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45","uncultured_bacterium"
"ASV_303","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","uncultured_bacterium"
"ASV_304","d__Bacteria","Patescibacteria","Parcubacteria","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b","uncultured_bacterium"
"ASV_305","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria","uncultured_Parcubacteria"
"ASV_306","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured_bacterium"
"ASV_307","d__Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula",NA
"ASV_308","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"ASV_309","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","uncultured_bacterium"
"ASV_310","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","uncultured_bacterium"
"ASV_311","d__Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methyloglobulus","uncultured_bacterium"
"ASV_312","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",NA
"ASV_313","d__Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae","uncultured_bacterium"
"ASV_314","d__Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","uncultured_bacterium"
"ASV_315","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured_bacterium"
"ASV_316","d__Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","uncultured","uncultured_bacterium"
"ASV_317","d__Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured_bacterium"
"ASV_318","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","SU2_symbiont_group","cyanobacterium_endosymbiont"
"ASV_319","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"ASV_320","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_321","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA
"ASV_322","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"ASV_323","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","uncultured","uncultured_bacterium"
"ASV_324","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV_325","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Geminocystis_PCC-6308",NA
"ASV_326","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_327","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_328","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA
"ASV_329","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","uncultured_bacterium"
"ASV_330","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","uncultured_bacterium"
"ASV_331","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","uncultured_bacterium"
"ASV_332","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","uncultured_Hongiella"
"ASV_333","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV_334","d__Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia","Sericytochromatia","Sericytochromatia","uncultured_bacterium"
"ASV_335","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","RBG-16-58-14","Chloroflexi_bacterium"
"ASV_336","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA
"ASV_337","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_338","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Sporobacter","uncultured_bacterium"
"ASV_339","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured","uncultured_bacterium"
"ASV_340","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","uncultured_bacterium"
"ASV_341","d__Bacteria","Patescibacteria","Parcubacteria","Parcubacteria","Parcubacteria","Parcubacteria","uncultured_bacterium"
"ASV_342","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV_343","d__Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured_bacterium"
"ASV_344","d__Bacteria","Firmicutes","Clostridia","Lachnospirales",NA,NA,NA
"ASV_345","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","uncultured_planctomycete"
"ASV_346","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_347","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales",NA,NA,NA
"ASV_348","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV_349","d__Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured",NA
"ASV_350","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured",NA
"ASV_351","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured",NA
"ASV_352","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_353","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASV_354","d__Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","Izemoplasmataceae","uncultured_bacterium"
"ASV_355","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"ASV_356","d__Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","uncultured","uncultured_bacterium"
"ASV_357","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_358","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","uncultured_bacterium"
"ASV_359","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_360","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_361","d__Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","metagenome"
"ASV_362","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_363","d__Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured","uncultured","uncultured_bacterium"
"ASV_364","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"ASV_365","d__Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria","uncultured_Parcubacteria"
"ASV_366","d__Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","uncultured_Solirubrobacter"
"ASV_367","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA
"ASV_368","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"ASV_369","d__Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","uncultured_Rubrobacteraceae"
"ASV_370","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"ASV_371","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","FukuN18_freshwater_group","uncultured_Verrucomicrobia"
"ASV_372","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA
"ASV_373","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae",NA,NA
"ASV_374","d__Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae","uncultured_bacterium"
"ASV_375","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella",NA
"ASV_376","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_377","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Candidatus_Arthromitus","Candidatus_Arthromitus"
"ASV_378","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","GWC2-45-44","GWC2-45-44","uncultured_bacterium"
"ASV_379","d__Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","uncultured_bacterium"
"ASV_380","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria"
"ASV_381","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_382","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_383","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","metagenome"
"ASV_384","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured_bacterium"
"ASV_385","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter",NA
"ASV_386","d__Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","uncultured","Candidatus_Intestinusbacter"
"ASV_387","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured_Anaerolineaceae"
"ASV_388","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011_GWC1_47_15","GW2011_GWC1_47_15","uncultured_archaeon"
"ASV_389","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax",NA
"ASV_390","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"ASV_391","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_392","d__Bacteria","Proteobacteria","Gammaproteobacteria","FGL7S","FGL7S","FGL7S","uncultured_bacterium"
"ASV_393","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","GWC2-45-44","GWC2-45-44","uncultured_soil"
"ASV_394","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","GWC2-45-44","GWC2-45-44","uncultured_bacterium"
"ASV_395","d__Bacteria","Patescibacteria","Microgenomatia","Candidatus_Pacebacteria","Candidatus_Pacebacteria","Candidatus_Pacebacteria","uncultured_bacterium"
"ASV_396","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured",NA
"ASV_397","d__Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","uncultured_organism"
"ASV_398","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_399","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"ASV_400","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","metagenome"
"ASV_401","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","RBG-16-58-14","uncultured_bacterium"
"ASV_402","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA
"ASV_403","d__Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_404","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1","uncultured_organism"
"ASV_405","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV_406","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_407","d__Bacteria","Chloroflexi","SHA-26","SHA-26","SHA-26","SHA-26","uncultured_soil"
"ASV_408","d__Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured_bacterium"
"ASV_409","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA
"ASV_410","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_Pirellula"
"ASV_411","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_412","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria","uncultured_soil"
"ASV_413","d__Bacteria",NA,NA,NA,NA,NA,NA
"ASV_414","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Sarcina",NA
"ASV_415","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium_PCC-6307","uncultured_bacterium"
"ASV_416","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
